,state,county,score
1939,Virginia,Albemarle,0
1940,Virginia,Alleghany,0
1941,Virginia,Amelia,0
1942,Virginia,Amherst,0
1943,Virginia,Appomattox,0
1944,Virginia,Arlington,0
1945,Virginia,Augusta,0
1946,Virginia,Bath,0
1947,Virginia,Bedford,0
1948,Virginia,Bland,0
1949,Virginia,Botetourt,0
1950,Virginia,Brunswick,0
1951,Virginia,Buchanan,0
1952,Virginia,Buckingham,0
1953,Virginia,Campbell,0
1954,Virginia,Caroline,0
1955,Virginia,Carroll,0
1956,Virginia,Charles City,0
1957,Virginia,Charlotte,0
1958,Virginia,Chesterfield,0
1959,Virginia,Clarke,0
1960,Virginia,Craig,0
1961,Virginia,Culpeper,0
1962,Virginia,Cumberland,0
1963,Virginia,Dickenson,0
1964,Virginia,Dinwiddie,0
1965,Virginia,Essex,0
1966,Virginia,Fairfax,0
1967,Virginia,Fauquier,0
1968,Virginia,Floyd,0
1969,Virginia,Fluvanna,0
1970,Virginia,Franklin,0
1971,Virginia,Frederick,0
1972,Virginia,Giles,0
1973,Virginia,Gloucester,0
1974,Virginia,Goochland,0
1975,Virginia,Grayson,0
1976,Virginia,Greene,0
1977,Virginia,Greensville,0
1978,Virginia,Halifax,0
1979,Virginia,Hampton,0
1980,Virginia,Hanover,0
1981,Virginia,Henrico,0
1982,Virginia,Henry,0
1983,Virginia,Highland,0
1984,Virginia,Isle of Wight,0
1985,Virginia,James City,0
1986,Virginia,King and Queen,0
1987,Virginia,King George,0
1988,Virginia,King William,0
1989,Virginia,Lancaster,0
1990,Virginia,Lee,0
1991,Virginia,Loudoun,0
1992,Virginia,Louisa,0
1993,Virginia,Lunenburg,0
1994,Virginia,Madison,0
1995,Virginia,Mathews,0
1996,Virginia,Mecklenburg,0
1997,Virginia,Middlesex,0
1998,Virginia,Montgomery,0
1999,Virginia,Nelson,0
2000,Virginia,New Kent,0
2001,Virginia,Newport News,0
2002,Virginia,Norfolk,0
2003,Virginia,Northampton,0
2004,Virginia,Northumberland,0
2005,Virginia,Nottoway,0
2006,Virginia,Orange,0
2007,Virginia,Page,0
2008,Virginia,Patrick,0
2009,Virginia,Pittsylvania,0
2010,Virginia,Powhatan,0
2011,Virginia,Prince Edward,0
2012,Virginia,Prince George,0
2013,Virginia,Prince William,0
2014,Virginia,Pulaski,0
2015,Virginia,Rappahannock,0
2016,Virginia,Richmond,0
2017,Virginia,Roanoke,0
2018,Virginia,Rockbridge,0
2019,Virginia,Rockingham,0
2020,Virginia,Russell,0
2021,Virginia,Scott,0
2022,Virginia,Shenandoah,0
2023,Virginia,Smyth,0
2024,Virginia,Southampton,0
2025,Virginia,Spotsylvania,0
2026,Virginia,Stafford,0
2027,Virginia,Suffolk,0
2028,Virginia,Surry,0
2029,Virginia,Sussex,0
2030,Virginia,Tazewell,0
2031,Virginia,Virginia Beach,0
2032,Virginia,Warren,0
2033,Virginia,Washington,0
2034,Virginia,Westmoreland,0
2035,Virginia,Wise,0
2036,Virginia,Wythe,0
2037,Virginia,York,0
2038,New Hampshire,Belknap,0
2039,New Hampshire,Carroll,0
2040,New Hampshire,Cheshire,0
2041,New Hampshire,Coos,0
2042,New Hampshire,Grafton,0
2043,New Hampshire,Hillsborough,0
2044,New Hampshire,Merrimack,0
2045,New Hampshire,Rockingham,0
2046,New Hampshire,Strafford,0
2047,New Hampshire,Sullivan,0
2048,New York,Albany,0
2050,New York,Bronx,0
2053,New York,Cayuga,0
2057,New York,Clinton,0
2058,New York,Columbia,0
2060,New York,Delaware,0
2062,New York,Erie,0
2063,New York,Essex,0
2064,New York,Franklin,0
2065,New York,Fulton,0
2066,New York,Genesee,0
2067,New York,Greene,0
2068,New York,Hamilton,0
2070,New York,Jefferson,0
2072,New York,Lewis,0
2073,New York,Livingston,0
2074,New York,Madison,0
2075,New York,Monroe,0
2076,New York,Montgomery,0
2077,New York,Nassau,0
2080,New York,Oneida,0
2083,New York,Orange,0
2084,New York,Orleans,0
2086,New York,Otsego,0
2087,New York,Putnam,0
2088,New York,Queens,0
2090,New York,Richmond,0
2096,New York,Schuyler,0
2097,New York,Seneca,0
2099,New York,Suffolk,0
2100,New York,Sullivan,0
2104,New York,Warren,0
2105,New York,Washington,0
2106,New York,Wayne,0
